-1.83,13.55,-306.66
-1.76,13.63,-315.53
-1.66,13.71,-328.56
-1.57,13.75,-338.48
-1.45,13.79,-348.13
-1.32,13.81,-355.92
-1.2,13.82,-355.51
-1.08,13.84,-342.42
-0.98,13.88,-327.05
-0.89,13.96,-311.99
-0.82,14.05,-302.2
-0.77,14.14,-297.92
-0.71,14.25,-303.12
-0.64,14.35,-309.4
-0.57,14.43,-314.37
-0.49,14.5,-320.11
-0.38,14.58,-322.76
-0.28,14.66,-321.93
-0.18,14.74,-319.59
-0.09,14.82,-318.17
0.0,14.9,-318.95
0.08,14.97,-319.38
0.17,15.05,-323.97
0.27,15.11,-336.81
0.38,15.13,-358.57
0.49,15.09,-31.26
0.57,15.01,-53.7
0.62,14.9,-75.69
0.63,14.8,-91.27
0.62,14.69,-101.99
0.59,14.59,-107.74
0.56,14.48,-108.96
0.53,14.39,-104.25
0.5,14.28,-98.47
0.49,14.17,-93.04
0.49,14.06,-90.03
0.49,13.91,-89.46
0.49,13.8,-88.06
0.5,13.67,-88.5
0.5,13.56,-89.3
0.5,13.45,-90.33
0.5,13.34,-92.04
0.49,13.23,-92.01
0.49,13.11,-90.65
0.49,12.98,-90.52
0.49,12.86,-89.91
0.49,12.72,-89.8
0.49,12.6,-90.12
0.49,12.47,-90.81
0.49,12.36,-91.72
0.48,12.24,-91.66
0.48,12.13,-90.87
0.48,12.02,-90.25
0.48,11.92,-89.84
0.48,11.78,-89.98
0.48,11.65,-90.98
0.48,11.53,-91.58
0.47,11.41,-91.22
0.47,11.3,-91.04
0.47,11.19,-90.25
0.47,11.07,-89.75
0.47,10.96,-89.87
0.47,10.85,-90.09
0.47,10.74,-90.24
0.46,10.63,-104.61
0.41,10.54,-128.58
0.33,10.48,-150.37
0.22,10.43,-166.22
0.12,10.42,-174.15
0.0,10.41,-180.73
-0.12,10.42,-184.65
-0.23,10.43,-183.96
-0.34,10.43,-182.36
-0.46,10.44,-181.85
-0.59,10.44,-180.69
-0.72,10.44,-180.65
-0.85,10.44,-179.52
-0.96,10.44,-178.52
-1.07,10.44,-178.78
-1.18,10.43,-178.75
-1.3,10.43,-177.48
-1.41,10.42,-177.32
-1.53,10.42,-178.13
-1.64,10.42,-179.38
-1.74,10.42,-181.47
-1.85,10.42,-184.33
-1.95,10.44,-188.79
-2.07,10.46,-198.07
-2.17,10.51,-211.94
-2.26,10.58,-228.27
-2.33,10.68,-239.44
-2.39,10.8,-248.29
-2.43,10.92,-252.07
-2.46,11.02,-253.05
-2.49,11.12,-251.88
-2.53,11.22,-249.86
-2.58,11.34,-248.16
-2.62,11.45,-246.87
-2.67,11.56,-247.06
-2.71,11.66,-247.26
-2.75,11.76,-246.9
-2.79,11.86,-247.61
-2.83,11.95,-248.77
-2.88,12.07,-249.55
-2.92,12.19,-251.45
-2.95,12.3,-255.74
-2.97,12.41,-264.96
-2.97,12.54,-279.04
-2.93,12.65,-297.78
-2.86,12.73,-320.92
-2.75,12.79,-341.06
-2.65,12.82,-355.04
-2.54,12.81,-7.45
-2.42,12.79,-10.51
-2.3,12.77,-11.67
-2.17,12.74,-14.23
-2.07,12.71,-17.99
-1.94,12.66,-23.65
-1.83,12.61,-28.42
-1.73,12.55,-29.17
-1.63,12.49,-27.06
-1.53,12.45,-20.22
-1.43,12.42,-12.93
-1.31,12.4,-2.03
-1.2,12.43,-339.31
-1.11,12.48,-319.13
-1.04,12.57,-296.54
-1.02,12.68,-264.72
-1.07,12.78,-219.48
-1.17,12.81,-178.99
-1.28,12.77,-135.45
-1.33,12.68,-103.34
-1.32,12.57,-74.56
-1.27,12.47,-48.05
-1.17,12.4,-25.28
-1.07,12.37,-10.33
-0.96,12.36,-0.93
-0.83,12.36,-359.46
-0.71,12.36,-4.82
-0.6,12.34,-10.65
-0.5,12.31,-24.02
-0.41,12.25,-53.41
-0.38,12.14,-98.03
-0.44,12.04,-143.79
-0.55,12.02,-188.64
-0.64,12.07,-231.68
-0.69,12.18,-261.08
-0.68,12.28,-280.32
-0.66,12.39,-289.39
-0.61,12.49,-294.82
-0.57,12.59,-295.65
-0.52,12.7,-293.29
-0.47,12.82,-288.17
-0.44,12.92,-284.67
-0.42,13.04,-280.73
-0.4,13.16,-276.31
-0.39,13.28,-272.28
-0.39,13.39,-269.94
-0.39,13.52,-265.41
-0.4,13.62,-262.57
-0.42,13.73,-258.56
-0.45,13.84,-254.95
-0.48,13.95,-250.73
-0.52,14.06,-244.35
-0.57,14.14,-236.29
-0.64,14.23,-228.08
-0.72,14.31,-222.42
